38 Sea Zone  (1405,1087)  (1345,1146)  (1345,1086)  (1464,1147)  (1405,1027)  (1465,1027)  (1465,1087)  (1343,1026)  (1404,1206)  (1344,1206)  (1285,1146)  (1285,1086)  (1524,1147)  (1524,1207)  (1464,1207)  (1284,1207)  (1403,967)  (1463,967)  (1523,967)  (1525,1027)  (1525,1087)  (1283,1026)  (1283,966)  (1343,966)  (1583,961)  (1225,1147)  (1225,1087)  (1584,1147)  (1584,1207)  (1224,1207)  (1585,1021)  (1585,1081)  (1223,1027)  (1223,967)  | overflowToLeft=false
82 Sea Zone  (437,2346)  (377,2405)  (377,2345)  (496,2406)  (437,2286)  (497,2286)  (497,2346)  (375,2285)  (436,2465)  (376,2465)  (317,2405)  (317,2345)  (556,2406)  (557,2250)  (557,2310)  (315,2285)  | overflowToLeft=false
119 Sea Zone  (3585,3267)  (3525,3326)  (3525,3266)  (3644,3327)  (3585,3207)  (3645,3207)  (3645,3267)  (3523,3206)  (3465,3338)  (3465,3278)  (3704,3327)  (3705,3179)  (3705,3239)  (3463,3218)  (3405,3338)  (3405,3278)  (3403,3218)  (3345,3338)  (3345,3278)  (3343,3218)  | overflowToLeft=false
107 Sea Zone  (4512,3028)  (4452,3087)  (4452,3027)  (4571,3088)  (4512,2968)  (4572,2968)  (4572,3028)  (4450,2967)  (4392,3109)  (4392,3049)  (4631,3088)  (4632,2945)  (4632,3005)  (4390,2989)  (4332,3109)  (4332,3049)  (4691,3065)  (4692,2945)  (4692,3005)  (4330,2989)  (4751,3065)  (4752,2945)  (4752,3005)  (4811,3065)  (4812,2945)  (4812,3005)  (4872,2945)  (4872,3005)  (4932,2945)  | overflowToLeft=false
G20  (1286,1687)  | overflowToLeft=false
G21  (1992,1776)  (1932,1817)  (2052,1750)  (2112,1745)  | overflowToLeft=false
12 Sea Zone  (5049,83)  (4989,142)  (4989,82)  (5108,143)  (5049,23)  (5109,23)  (5109,83)  (4987,22)  (4929,176)  (4929,116)  (5168,143)  (5169,0)  (5169,60)  (4927,56)  (4869,173)  (5228,120)  (5229,0)  (5229,60)  (4867,113)  (4867,53)  | overflowToLeft=false
113 Sea Zone  (599,3300)  (539,3338)  (539,3278)  (659,3245)  (659,3305)  (479,3338)  (479,3278)  (719,3245)  (719,3305)  (419,3338)  (419,3278)  (779,3242)  (779,3302)  | overflowToLeft=false
G1  (3003,106)  | overflowToLeft=false
1 Sea Zone  (153,42)  (93,101)  (93,41)  (213,0)  (213,60)  (33,126)  (33,66)  (33,6)  (273,0)  (273,60)  | overflowToLeft=false
G2  (3710,133)  (3650,192)  (3650,132)  (3769,193)  (3770,89)  (3829,149)  | overflowToLeft=false
G3  (3351,272)  | overflowToLeft=false
88 Sea Zone  (2925,2497)  (2865,2556)  (2865,2496)  (2984,2557)  (2925,2437)  (2985,2437)  (2985,2497)  (2863,2436)  (2805,2615)  (2805,2555)  (3044,2557)  (3045,2407)  (3045,2467)  (2803,2495)  (2803,2435)  (2745,2615)  (2745,2555)  (3104,2527)  (3104,2587)  (3105,2414)  (2743,2495)  (2743,2435)  | overflowToLeft=false
G4  (2985,520)  (2925,512)  (3045,486)  (3045,546)  | overflowToLeft=false
79 Sea Zone  (7444,1878)  (7384,1937)  (7384,1877)  (7503,1938)  (7444,1818)  (7504,1818)  (7504,1878)  (7382,1817)  (7443,1997)  (7383,1997)  (7324,1937)  (7324,1877)  (7563,1938)  (7563,1998)  (7503,1998)  (7323,1998)  (7442,1758)  (7502,1758)  (7562,1758)  (7564,1818)  (7564,1878)  (7322,1817)  (7264,1938)  (7264,1878)  (7263,2003)  (7262,1818)  | overflowToLeft=false
G5  (3323,458)  (3254,461)  (3190,472)  (3126,482)  (3141,547)  (3140,608)  (3208,637)  (3272,640)  (3332,598)  (3325,529)  | overflowToLeft=false
G6  (3485,503)  (3425,532)  (3425,472)  (3545,467)  (3545,527)  | overflowToLeft=false
G7  (3142,731)  (3082,766)  (3082,706)  (3201,791)  (3202,703)  (3261,763)  | overflowToLeft=false
G8  (2964,926)  (2960,986)  (2987,866)  (2900,998)  (3047,843)  | overflowToLeft=false
G9  (3049,1030)  (3020,1090)  (3076,970)  (3136,994)  | overflowToLeft=false
F10 - Nouveausot  (169,2553)  (109,2612)  (109,2552)  (228,2613)  (169,2493)  (229,2493)  (229,2553)  (107,2492)  (288,2613)  (237,2673)  (289,2533)  (47,2515)  (47,2455)  (349,2557)  | overflowToLeft=false
F12 - Reseau  (90,2832)  (30,2891)  (149,2892)  (50,2772)  (110,2772)  (150,2832)  (170,2761)  (89,2951)  (160,2952)  | overflowToLeft=false
F11 - Chateaumont  (486,2598)  (426,2657)  (426,2597)  (529,2658)  (486,2538)  (546,2538)  (546,2598)  (606,2564)  | overflowToLeft=false
F14 - Gauchernay  (73,3097)  (13,3064)  (132,3157)  (133,3081)  | overflowToLeft=false
31 Sea Zone  (1199,746)  (1139,805)  (1139,745)  (1258,806)  (1199,686)  (1259,686)  (1259,746)  (1137,685)  (1198,865)  (1138,865)  (1318,806)  (1318,866)  (1258,866)  (1197,626)  (1257,626)  (1317,626)  (1319,686)  (1319,746)  (1088,625)  | overflowToLeft=false
F13 - Outremerville  (247,2757)  (307,2745)  (361,2758)  (422,2776)  (241,2825)  (407,2849)  (254,2899)  (244,2961)  (327,2951)  (405,2926)  | overflowToLeft=false
F16 - Saintnez  (588,3109)  (528,3168)  (528,3108)  (647,3169)  (648,3086)  (526,3048)  (468,3182)  (468,3122)  (707,3146)  (466,3062)  (464,3002)  (767,3121)  (827,3152)  | overflowToLeft=false
F15 - Aigleaix  (286,3101)  (226,3160)  (226,3100)  (345,3161)  (286,3041)  (346,3041)  (346,3101)  (224,3040)  | overflowToLeft=false
ICap  (7660,3397)  | overflowToLeft=false
8 Sea Zone  (3150,69)  (3090,128)  (3090,68)  (3209,129)  (3150,9)  (3210,9)  (3210,69)  (3088,8)  (3030,171)  (3030,111)  (3269,129)  (3270,0)  (3270,60)  (3028,51)  (2970,171)  (2970,111)  (2968,51)  | overflowToLeft=false
F18 - Rond  (4358,3228)  | overflowToLeft=false
19 Sea Zone  (1036,424)  (976,474)  (976,414)  (1095,484)  (1096,420)  (965,354)  (916,474)  (916,414)  (1155,480)  (1156,365)  (905,354)  (905,294)  (965,294)  (880,234)  (940,234)  | overflowToLeft=false
25 Sea Zone  (3583,330)  (3523,389)  (3523,329)  (3642,390)  (3583,270)  (3643,270)  (3643,330)  (3521,269)  (3463,398)  (3463,338)  (3702,390)  (3703,263)  (3703,323)  (3461,278)  (3403,392)  (3762,383)  (3763,264)  (3401,332)  (3401,272)  (3822,324)  (3822,384)  (3823,262)  (3341,390)  (3341,330)  (3341,270)  | overflowToLeft=false
F17 - Pluie  (1027,3172)  | overflowToLeft=false
66 Sea Zone  (142,2077)  (82,2136)  (82,2076)  (201,2137)  (142,2017)  (202,2017)  (202,2077)  (80,2016)  (22,2186)  (22,2126)  (261,2137)  (262,1963)  (262,2023)  (20,2066)  (20,2006)  | overflowToLeft=false
F19 - Bas  (6816,2807)  | overflowToLeft=false
122 Sea Zone  (5113,3216)  (5053,3275)  (5053,3215)  (5172,3276)  (5113,3156)  (5173,3156)  (5173,3216)  (5051,3155)  (5112,3335)  (5052,3335)  (4993,3275)  (4993,3215)  (5232,3276)  (5232,3336)  (5172,3336)  (4992,3336)  (5111,3096)  (5171,3096)  (5231,3096)  (5233,3156)  (5233,3216)  (4991,3155)  (4991,3095)  (5051,3095)  (5291,3046)  (4933,3276)  (4933,3216)  (5292,3276)  (5292,3336)  (4932,3338)  (5293,3106)  (5293,3166)  (4931,3156)  (5351,3046)  (4873,3278)  (4873,3218)  (5352,3226)  (5352,3286)  (4872,3338)  (5353,3106)  (5353,3166)  | overflowToLeft=false
85 Sea Zone  (1620,2493)  (1560,2552)  (1560,2492)  (1679,2553)  (1620,2433)  (1680,2433)  (1680,2493)  (1558,2432)  (1619,2612)  (1559,2612)  (1500,2552)  (1500,2492)  (1739,2553)  (1739,2613)  (1679,2613)  (1499,2613)  (1740,2385)  (1740,2445)  (1498,2432)  | overflowToLeft=false
50 Sea Zone  (5109,1417)  (5049,1476)  (5049,1416)  (5168,1477)  (5109,1357)  (5169,1357)  (5169,1417)  (5047,1356)  (5228,1477)  (5229,1309)  (5229,1369)  | overflowToLeft=false
91 Sea Zone  (5819,2587)  (5759,2646)  (5759,2586)  (5878,2647)  (5819,2527)  (5879,2527)  (5879,2587)  (5757,2526)  (5706,2706)  (5699,2646)  (5699,2586)  (5938,2647)  (5817,2467)  (5877,2467)  (5937,2467)  (5939,2527)  (5939,2587)  (5646,2759)  (5997,2409)  (5639,2699)  (5639,2639)  (5998,2647)  (5902,2407)  (5999,2469)  (5999,2529)  (5586,2762)  (6003,2349)  (5579,2702)  (5526,2762)  | overflowToLeft=false
116 Sea Zone  (2209,3295)  (2149,3338)  (2149,3278)  (2269,3250)  (2269,3310)  (2089,3338)  (2329,3232)  (2329,3292)  (2053,3278)  (2029,3338)  (2389,3178)  (2389,3238)  (2389,3298)  (2406,3116)  (1993,3278)  (1969,3338)  (2466,3110)  | overflowToLeft=false
124 Sea Zone  (6246,3235)  (6186,3294)  (6186,3234)  (6305,3295)  (6246,3175)  (6306,3175)  (6306,3235)  (6184,3174)  (6126,3338)  (6126,3278)  (6365,3295)  (6244,3115)  (6304,3115)  (6364,3115)  (6366,3175)  (6366,3235)  (6124,3218)  (6124,3158)  (6184,3114)  (6108,3098)  (6066,3338)  (6066,3278)  (6064,3218)  (6064,3158)  | overflowToLeft=false
F21 - Bassinne  (7319,3028)  (7378,3088)  (7318,3088)  (7299,2968)  (7359,2968)  (7379,3028)  (7438,3135)  (7378,3148)  (7318,3148)  (7356,2908)  | overflowToLeft=false
F20 - Peninsule  (6895,3107)  (6835,3157)  (6955,3091)  (6775,3169)  (6775,3109)  (7015,3080)  (7015,3140)  (6715,3174)  (6715,3114)  (7075,3065)  (7075,3125)  (6655,3167)  (7135,3050)  (7135,3110)  (7195,3030)  (7195,3090)  | overflowToLeft=false
93 Sea Zone  (6840,2505)  (6780,2564)  (6780,2504)  (6899,2565)  (6840,2445)  (6900,2445)  (6900,2505)  (6778,2444)  (6839,2624)  (6779,2624)  (6720,2564)  (6720,2504)  (6959,2565)  (6959,2625)  (6899,2625)  (6719,2625)  (6838,2385)  (6898,2385)  (6958,2385)  (6960,2445)  (6960,2505)  (6718,2444)  (6718,2384)  (6778,2384)  (7018,2327)  (6839,2684)  (6779,2684)  (6660,2565)  (6660,2505)  (7019,2565)  (7019,2625)  (7019,2685)  (6959,2685)  (6899,2685)  (6719,2685)  (6659,2685)  (6659,2625)  (6838,2325)  (6898,2325)  (6958,2325)  (7020,2387)  (7020,2447)  (6658,2445)  (6658,2385)  (6658,2325)  (6718,2324)  (6778,2324)  (7078,2290)  (6600,2565)  (6600,2505)  (7079,2507)  (7079,2567)  (7079,2627)  (7079,2687)  | overflowToLeft=false
F23 - Ouf  (7520,2904)  (7460,2850)  (7579,2964)  (7519,2964)  (7520,2844)  (7580,2844)  (7580,2904)  (7487,3024)  | overflowToLeft=false
F22 - Savon  (7547,2654)  (7487,2713)  (7606,2714)  (7565,2594)  (7607,2654)  (7620,2774)  | overflowToLeft=false
I1  (2548,1956)  (2480,1964)  (2415,1978)  (2353,2035)  (2317,2101)  (2385,2122)  (2446,2127)  (2507,2118)  (2569,2102)  (2560,2032)  | overflowToLeft=false
F24 - Pierre  (7571,3120)  (7620,3180)  (7560,3180)  (7604,3060)  | overflowToLeft=false
I2  (2731,2000)  (2671,2059)  (2671,1999)  (2790,2060)  (2731,1940)  (2791,1940)  (2791,2000)  (2669,1939)  | overflowToLeft=false
I3  (3011,1908)  (2951,1951)  (2951,1891)  (3071,1851)  (3071,1911)  (2891,1909)  | overflowToLeft=false
JCap  (7660,3397)  | overflowToLeft=false
29 Sea Zone  (696,754)  (636,698)  (755,814)  (695,814)  (696,694)  (756,694)  (756,754)  (600,638)  (799,874)  (739,874)  (679,874)  (660,634)  (720,634)  (780,634)  (540,586)  (600,578)  (518,931)  (799,934)  (739,934)  (679,934)  (660,574)  (720,574)  (780,574)  (619,935)  (458,945)  (457,885)  (398,945)  (397,885)  (337,838)  | overflowToLeft=false
I4  (3075,2048)  (3015,2092)  (3015,2032)  (3134,2108)  (3135,2004)  (2955,2089)  (2955,2029)  (3194,2064)  (3195,1993)  (3254,2053)  | overflowToLeft=false
I5  (2290,2278)  (2230,2337)  (2230,2277)  (2349,2338)  (2290,2218)  (2350,2218)  (2350,2278)  (2170,2369)  (2170,2309)  (2410,2303)  (2110,2369)  | overflowToLeft=false
I6  (2538,2265)  (2478,2269)  (2478,2209)  (2597,2325)  (2538,2205)  (2598,2205)  (2598,2265)  (2537,2329)  | overflowToLeft=false
47 Sea Zone  (1496,1380)  (1436,1439)  (1436,1379)  (1496,1320)  (1556,1320)  (1434,1319)  (1474,1499)  (1414,1499)  (1448,1559)  | overflowToLeft=false
I7 - Nisi  (1918,2576)  | overflowToLeft=false
UK12 - Fasach  (1668,1380)  (1728,1338)  | overflowToLeft=false
UK11 - Newf  (1050,1851)  | overflowToLeft=false
UK10 - Bytown  (205,1379)  (131,1333)  (55,1331)  (8,1400)  (9,1464)  (7,1534)  (7,1603)  (89,1579)  (152,1534)  (199,1450)  | overflowToLeft=false
3 Sea Zone  (1020,53)  (960,112)  (960,52)  (1080,0)  (1080,60)  (900,137)  (900,77)  (900,17)  (1140,0)  (1140,60)  | overflowToLeft=false
65 Sea Zone  (5349,1617)  (5289,1676)  (5289,1616)  (5350,1677)  (5349,1557)  (5409,1557)  (5409,1617)  (5287,1556)  (5290,1736)  (5229,1719)  (5229,1659)  (5469,1550)  (5469,1610)  (5227,1599)  (5317,1796)  (5529,1550)  (5589,1550)  | overflowToLeft=false
60 Sea Zone  (2708,1819)  (2648,1864)  (2648,1804)  (2768,1769)  (2768,1829)  (2588,1872)  (2828,1769)  (2828,1829)  (2888,1765)  | overflowToLeft=false
US12  (7019,554)  (6959,613)  (6959,553)  (7078,614)  (7019,494)  (7079,506)  (7138,640)  | overflowToLeft=false
UK19 - Valeurbec  (662,2484)  (685,2552)  (726,2463)  (786,2460)  (849,2463)  | overflowToLeft=false
US11  (6897,354)  (6832,358)  (6761,364)  (6668,382)  (6687,453)  (6733,515)  (6808,557)  (6865,509)  (6904,438)  | overflowToLeft=false
UK18 - Leftcoast  (7436,1568)  (7376,1627)  (7376,1567)  (7495,1628)  (7436,1508)  (7496,1508)  (7496,1568)  (7374,1507)  (7385,1687)  (7325,1687)  (7316,1627)  (7316,1567)  (7555,1628)  (7492,1448)  (7552,1448)  (7556,1508)  (7556,1568)  (7314,1507)  | overflowToLeft=false
US10  (6532,539)  (6472,598)  (6472,538)  (6591,599)  (6532,479)  (6592,479)  (6592,539)  (6470,478)  (6412,565)  (6651,599)  (6651,659)  (6591,659)  (6530,419)  (6410,505)  (6410,445)  (6711,580)  (6711,640)  (6350,486)  (6771,658)  | overflowToLeft=false
UK17 - Scivey  (7159,1635)  (7099,1694)  (7200,1695)  (7179,1575)  (7219,1635)  (7239,1559)  (7215,1499)  | overflowToLeft=false
UK16 - Ditchmond  (6867,1802)  (6807,1861)  (6807,1801)  (6907,1862)  (6867,1742)  (6927,1742)  (6927,1802)  (6805,1741)  (6812,1921)  (6752,1921)  (6747,1861)  (6747,1801)  (6987,1702)  (6987,1762)  (6987,1822)  (7047,1778)  | overflowToLeft=false
UK15 - Slack  (6895,1575)  (6835,1634)  (6835,1574)  (6902,1635)  (6895,1515)  (6955,1515)  (6955,1575)  (6775,1673)  (6775,1613)  (6775,1553)  (7015,1504)  (7015,1564)  (7075,1501)  | overflowToLeft=false
106 Sea Zone  (4745,2831)  (4685,2881)  (4685,2821)  (4805,2785)  (4805,2845)  (4625,2881)  (4625,2821)  (4865,2789)  (4865,2849)  (4565,2881)  (4565,2821)  (4925,2790)  (4925,2850)  | overflowToLeft=false
UK14 - Cladach  (1492,1843)  (1432,1834)  (1552,1838)  (1612,1832)  | overflowToLeft=false
UK13 - Bhaile  (1562,1606)  (1538,1546)  (1622,1625)  (1682,1662)  | overflowToLeft=false
57 Sea Zone  (863,1783)  (803,1842)  (803,1782)  (922,1843)  (863,1723)  (923,1723)  (923,1783)  (801,1722)  (861,1663)  (921,1663)  (774,1662)  | overflowToLeft=false
83 Sea Zone  (778,2337)  (718,2396)  (718,2336)  (837,2397)  (778,2277)  (838,2277)  (838,2337)  (716,2276)  (658,2404)  (658,2344)  (897,2397)  (898,2250)  (898,2310)  (656,2284)  | overflowToLeft=false
114 Sea Zone  (1077,3282)  (1017,3338)  (1017,3278)  (1077,3222)  (1137,3222)  (1137,3282)  (1012,3218)  (957,3338)  (957,3278)  (1072,3162)  (1132,3162)  (1192,3162)  (1197,3222)  (1197,3282)  (952,3218)  (952,3158)  (1012,3158)  (1252,3107)  (897,3338)  (897,3278)  (1072,3102)  (1132,3102)  (1192,3102)  (1257,3167)  (1257,3227)  (1257,3287)  (901,3098)  (961,3098)  (1252,3047)  (1021,3042)  (1081,3042)  (1141,3042)  (856,3038)  (916,3038)  (1201,2987)  (1261,2987)  (976,2982)  (1036,2982)  (1096,2982)  | overflowToLeft=false
22 Sea Zone  (2363,321)  (2303,380)  (2303,320)  (2422,381)  (2363,261)  (2423,261)  (2423,321)  (2301,260)  (2362,440)  (2302,440)  (2243,360)  (2483,235)  (2483,295)  (2483,355)  (2241,300)  (2241,240)  (2349,500)  (2181,292)  | overflowToLeft=false
J1 - Sakusen  (5480,2181)  (5420,2240)  (5420,2180)  (5539,2241)  (5507,2121)  (5540,2181)  (5567,2117)  (5600,2177)  | overflowToLeft=false
J2 - Tochaku  (5917,2122)  (5857,2168)  (5857,2108)  (5976,2182)  (5973,2062)  (5977,2122)  (6033,2006)  (5797,2174)  (5797,2114)  (6036,2182)  (6037,2088)  (5737,2179)  (5737,2119)  (6096,2178)  | overflowToLeft=false
PX1 - Demare  (1095,221)  (1109,281)  (1049,281)  (1076,161)  (1155,167)  (1169,227)  (1066,341)  | overflowToLeft=false
J3 - Toreddokoya  (6214,2070)  (6154,2111)  (6154,2051)  (6273,2130)  (6214,2010)  (6274,2010)  (6274,2070)  (6134,1991)  | overflowToLeft=false
98 Sea Zone  (1529,2833)  (1469,2892)  (1469,2832)  (1588,2893)  (1529,2773)  (1589,2773)  (1589,2833)  (1467,2772)  (1528,2952)  (1468,2952)  (1409,2892)  (1409,2832)  (1648,2893)  (1408,2953)  (1527,2713)  (1587,2713)  (1647,2713)  (1649,2773)  (1649,2833)  (1407,2772)  (1448,2712)  (1534,3012)  (1474,3012)  (1414,3013)  | overflowToLeft=false
J4 - Danmakuba  (6496,1990)  (6436,2049)  (6436,1989)  (6555,2050)  (6496,1930)  (6556,1930)  (6556,1990)  (6434,1929)  (6481,2109)  (6421,2109)  (6616,1920)  (6616,1980)  (6616,2040)  (6430,1869)  | overflowToLeft=false
PX3 - Onkentessa  (2918,725)  (2858,765)  (2936,785)  | overflowToLeft=false
J5 - Tsuki  (4592,2603)  (4645,2663)  (4585,2663)  (4547,2543)  (4607,2543)  (4652,2603)  | overflowToLeft=false
PX2 - Rucknahmesel  (4047,73)  (3987,126)  (4107,70)  (3927,91)  (4167,70)  (4227,71)  | overflowToLeft=false
J6 - Saizensen  (5050,2626)  (4989,2607)  (4917,2585)  (4850,2571)  (4787,2554)  (4750,2616)  (4732,2680)  (4792,2720)  (4863,2727)  (4931,2716)  (4995,2682)  | overflowToLeft=false
PX5 - Anschluszig  (2015,1666)  (1955,1698)  (2075,1650)  (2135,1636)  | overflowToLeft=false
J7 - Senryo  (5019,2489)  (4959,2518)  (4959,2458)  (5078,2549)  (5079,2449)  (5139,2471)  | overflowToLeft=false
PX4 - Asediatt  (1949,1292)  (1889,1334)  (2009,1261)  (2069,1255)  | overflowToLeft=false
J8 - Hanto  (5515,2448)  (5455,2507)  (5455,2447)  (5574,2508)  (5515,2388)  (5575,2388)  (5575,2448)  (5453,2387)  (5514,2567)  (5393,2347)  | overflowToLeft=false
PX7 - Nenshtrim  (3336,2146)  (3276,2151)  (3396,2153)  (3461,2172)  (3521,2176)  | overflowToLeft=false
J9 - Joriku  (5981,2277)  (5914,2257)  (5846,2241)  (5772,2244)  (5706,2245)  (5648,2270)  (5669,2332)  (5686,2397)  (5695,2460)  (5756,2402)  (5829,2364)  (5894,2327)  | overflowToLeft=false
PX6 - Liittolainenmaa  (2897,1654)  (2957,1634)  | overflowToLeft=false
75 Sea Zone  (2142,2163)  (2082,2222)  (2082,2162)  (2142,2103)  (2202,2103)  (2063,2282)  | overflowToLeft=false
67 Sea Zone  (472,2072)  (412,2131)  (412,2071)  (531,2132)  (472,2012)  (532,2012)  (532,2072)  (410,2011)  (352,2186)  (352,2126)  (591,2132)  (592,1963)  (592,2023)  (350,2066)  (350,2006)  | overflowToLeft=false
101 Sea Zone  (2731,2809)  (2671,2868)  (2671,2808)  (2790,2869)  (2731,2749)  (2791,2749)  (2791,2809)  (2669,2748)  (2730,2928)  (2670,2928)  (2611,2868)  (2611,2808)  (2850,2869)  (2850,2929)  (2790,2929)  (2610,2929)  (2729,2689)  (2789,2689)  (2849,2689)  (2851,2749)  (2851,2809)  (2609,2748)  (2609,2688)  (2669,2688)  (2909,2678)  (2730,2988)  (2670,2988)  (2551,2869)  (2551,2809)  (2910,2869)  (2910,2929)  (2900,2989)  (2840,2989)  (2610,2989)  (2550,2989)  (2550,2929)  (2911,2738)  (2911,2798)  (2549,2749)  (2549,2689)  (2780,3048)  (2720,3048)  (2660,3049)  (2600,3049)  (2540,3049)  | overflowToLeft=false
70 Sea Zone  (1599,2008)  (1539,2067)  (1539,2007)  (1658,2068)  (1599,1948)  (1659,1948)  (1659,2008)  (1537,1947)  (1479,2078)  (1479,2018)  (1718,2068)  (1719,1921)  (1719,1981)  (1477,1958)  | overflowToLeft=false
104 Sea Zone  (3894,2835)  (3944,2895)  (3884,2895)  (3838,2775)  (3898,2775)  (3944,2955)  (3884,2955)  | overflowToLeft=false
40 Sea Zone  (2021,856)  (1961,915)  (1961,855)  (2080,916)  (2081,814)  (2020,975)  (1960,975)  (2140,874)  (2198,814)  (1965,1035)  (2258,824)  | overflowToLeft=false
UK32 - Tir  (3493,3238)  | overflowToLeft=false
US1  (204,257)  (144,316)  (144,256)  (263,317)  (204,197)  (264,197)  (264,257)  (142,196)  (203,376)  (84,342)  (84,282)  (323,317)  (324,157)  (324,217)  (82,222)  (24,324)  (383,334)  (22,264)  (22,204)  | overflowToLeft=false
UK31 - Zikherkayt  (2765,2977)  (2825,2957)  | overflowToLeft=false
UK30 - Vlootbasis  (1662,3089)  (1721,3149)  (1661,3149)  (1607,3029)  (1667,3029)  (1722,3089)  (1716,3209)  | overflowToLeft=false
US3 - Jive  (672,183)  | overflowToLeft=false
24 Sea Zone  (3098,330)  (3038,389)  (3038,329)  (3157,390)  (3098,270)  (3158,270)  (3158,330)  (3036,269)  (2978,415)  (2978,355)  (3217,390)  (3218,235)  (3218,295)  (2976,295)  (2976,235)  (2918,417)  (2918,357)  (2916,297)  (2916,237)  | overflowToLeft=false
39 Sea Zone  (1786,964)  (1726,1023)  (1726,963)  (1845,1024)  (1786,904)  (1846,904)  (1846,964)  (1724,903)  (1785,1083)  (1725,1083)  (1889,1084)  (1784,844)  (1844,844)  (1807,1143)  (1747,1143)  (1687,1143)  (1754,1203)  (1694,1203)  (1681,1263)  | overflowToLeft=false
US2 - Juke  (513,54)  | overflowToLeft=false
US5  (319,734)  (393,751)  (459,781)  (542,802)  (307,656)  (306,584)  (317,514)  (322,435)  (388,434)  (393,530)  (430,601)  (501,658)  (550,728)  | overflowToLeft=false
US4  (102,543)  (42,602)  (42,542)  (161,603)  (102,483)  (162,483)  (162,543)  (40,482)  (101,662)  (219,663)  (222,468)  (222,528)  (0,422)  (7612,609)  | overflowToLeft=false
US7  (6294,279)  (6234,338)  (6234,278)  (6353,339)  (6294,219)  (6354,219)  (6354,279)  (6174,331)  (6174,271)  (6413,339)  (6414,219)  (6414,279)  (6114,300)  (6114,240)  (6474,270)  | overflowToLeft=false
95 Sea Zone  (771,2666)  (711,2725)  (711,2665)  (830,2726)  (771,2606)  (831,2606)  (831,2666)  (651,2746)  (651,2686)  (890,2726)  (891,2570)  (891,2630)  (591,2746)  | overflowToLeft=false
US6  (118,878)  (58,937)  (58,877)  (177,938)  (118,818)  (178,818)  (178,878)  (56,817)  (117,997)  (57,997)  (237,938)  (237,998)  (177,998)  (116,758)  (176,758)  (238,778)  (238,838)  (0,757)  (7562,1002)  (7594,941)  (7619,881)  | overflowToLeft=false
US9  (7460,274)  (7400,333)  (7400,273)  (7519,334)  (7460,214)  (7520,214)  (7520,274)  (7340,318)  (7580,320)  | overflowToLeft=false
US8  (6683,228)  (6623,287)  (6623,227)  (6742,288)  (6683,168)  (6743,168)  (6743,228)  (6621,167)  (6563,270)  (6803,179)  (6803,239)  (6561,210)  (6863,219)  (6863,279)  (6501,187)  | overflowToLeft=false
45 Sea Zone  (933,1422)  (873,1481)  (873,1421)  (992,1482)  (933,1362)  (993,1362)  (993,1422)  (871,1361)  (932,1541)  (872,1541)  (813,1481)  (813,1421)  (1052,1482)  (1052,1542)  (992,1542)  (812,1542)  (931,1302)  (991,1302)  (1051,1302)  (1053,1362)  (1053,1422)  (811,1361)  (811,1301)  (871,1301)  | overflowToLeft=false
US19  (6628,1063)  (6568,1119)  (6568,1059)  (6687,1123)  (6628,1003)  (6688,1003)  (6688,1063)  (6563,999)  | overflowToLeft=false
US18  (7328,815)  (7268,874)  (7268,814)  (7387,875)  (7328,755)  (7388,755)  (7388,815)  (7266,754)  (7208,869)  (7447,875)  (7447,935)  (7387,935)  (7448,810)  (7206,809)  (7206,749)  (7266,694)  (7507,870)  | overflowToLeft=false
US17  (6965,800)  (6905,859)  (6905,799)  (7024,860)  (6965,740)  (7025,740)  (7025,800)  (6903,739)  (6964,919)  (6904,919)  (7084,860)  (6844,920)  (7085,745)  (6852,679)  | overflowToLeft=false
US16  (6627,823)  (6567,882)  (6567,822)  (6686,883)  (6627,763)  (6687,763)  (6687,823)  (6565,762)  (6507,889)  (6507,829)  (6746,883)  (6747,758)  (6747,818)  (6505,769)  | overflowToLeft=false
US15  (6330,761)  (6270,787)  (6270,727)  (6389,821)  (6330,701)  (6390,701)  (6390,761)  (6329,847)  (6405,881)  (6309,641)  | overflowToLeft=false
US14  (7467,586)  (7407,645)  (7407,585)  (7526,646)  (7467,526)  (7527,526)  (7527,586)  (7563,706)  (7503,706)  (7478,466)  (7538,466)  (7554,766)  | overflowToLeft=false
US13  (7256,359)  (7184,383)  (7123,434)  (7162,501)  (7185,561)  (7251,574)  (7306,529)  (7355,468)  (7331,391)  (7408,423)  | overflowToLeft=false
62 Sea Zone  (4262,1489)  (4202,1496)  (4322,1438)  (4322,1498)  (4371,1558)  (4382,1401)  (4382,1461)  | overflowToLeft=false
UK23 - Tatadwal  (3463,2399)  (3403,2391)  (3523,2387)  (3343,2379)  | overflowToLeft=false
UK22 - Forzikh  (2895,2235)  (2932,2295)  (2872,2295)  (2865,2175)  (2925,2175)  (2985,2163)  | overflowToLeft=false
UK21 - Tsetretn  (2729,2222)  (2774,2282)  (2714,2282)  (2693,2162)  (2753,2162)  | overflowToLeft=false
UK20 - Vue  (1015,2320)  | overflowToLeft=false
37 Sea Zone  (1035,1089)  (975,1148)  (975,1088)  (1094,1149)  (1035,1029)  (1095,1029)  (1095,1089)  (973,1028)  (1033,969)  (1093,969)  (957,968)  | overflowToLeft=false
